srcDistrictName,srcStateName,srcYear,Country,StateCode,StateName,DistrictCode,DistrictName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea,YearCode,Year
Ramanathapuram,Tamil Nadu,2021,India,33,TAMIL NADU,583,RAMANATHAPURAM,1353445,410699,942746,682658,208150,474508,670787,202549,468238,323905,95141,228764,19101.5,397678.0,416779.15625,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021,"Calendar Year (Jan - Dec), 2021"
Salem,Tamil Nadu,2021,India,33,TAMIL NADU,584,SALEM,3482056,1774122,1707934,1781571,898297,883274,1700485,875825,824660,915967,463944,452023,67559.0,449303.0,516861.84375,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021,"Calendar Year (Jan - Dec), 2021"
Sivagangai,Tamil Nadu,2021,India,33,TAMIL NADU,585,SIVAGANGA,1314547,388291,926256,656339,194129,462210,658208,194162,464046,332698,98185,234513,15866.0,411933.0,427799.21875,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.9816638177404095,0.9887261420525656,0.940524894330802,0.962832275342194,1.0,1.0,0.9815559796133232,0.9887527210551292,0.9402650366653428,0.9629653513231974,1.0,1.0,0.9817713732550352,0.9886996399446624,0.9407848514654792,0.9626992587450728,1.0,1.0,0.9815895532516272,0.9886866465580006,0.9402441943978932,0.962673543022982,1.0,1.0,0.898109362617457,0.965555014605648,1.0,1.0,0.995810048246276,0.998678697580416,2021,"Calendar Year (Jan - Dec), 2021"
Thanjavur,Tamil Nadu,2021,India,33,TAMIL NADU,585,SIVAGANGA,14989,14989,0,7466,7466,0,7523,7523,0,3807,3807,0,566.0,0.0,566.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0062301268969071,0.0112738579474342,0.0176059688098675,0.0371677246578059,0.0,0.0,0.0063141906063517,0.0112472789448708,0.0178938210474092,0.0370346486768025,0.0,0.0,0.0061488842427383,0.0113003600553376,0.0173293098682391,0.0373007412549272,0.0,0.0,0.0062887887102449,0.0113133534419993,0.0177763458332749,0.0373264569770178,0.0,0.0,0.0154450690389128,0.0344449853943525,0.0,0.0,0.0016205025060885,0.0013213024195839,2021,"Calendar Year (Jan - Dec), 2021"
Sivagangai,Tamil Nadu,2021,India,33,TAMIL NADU,586,THANJAVUR,24554,24554,0,12333,12333,0,12221,12221,0,6240,6240,0,1800.0,0.0,1800.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0183361822595905,0.0101653725695572,0.0594751056691978,0.0285205198135956,0.0,0.0,0.0184440203866768,0.010387582404532,0.0597349633346572,0.0292177794203351,0.0,0.0,0.0182286267449647,0.0099505606706552,0.0592151485345207,0.0278498147295689,0.0,0.0,0.0184104467483728,0.0102666026100862,0.0597558056021067,0.0288096623175157,0.0,0.0,0.101890637382543,0.0475184794086589,0.0,0.0,0.0041899517537239,0.0051353979772951,2021,"Calendar Year (Jan - Dec), 2021"
Thanjavur,Tamil Nadu,2021,India,33,TAMIL NADU,586,THANJAVUR,2390901,836370,1554531,1174950,409773,765177,1215951,426597,789354,601556,210354,391202,36080.0,312628.0,348708.375,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.9937698731030928,0.9898346274304428,0.9823940311901324,0.9714794801864044,1.0,1.0,0.9936858093936481,0.989612417595468,0.9821061789525908,0.9707822205796648,1.0,1.0,0.9938511157572616,0.9900494393293447,0.9826706901317608,0.972150185270431,1.0,1.0,0.993711211289755,0.9897333973899136,0.982223654166725,0.9711903376824842,1.0,1.0,0.984554930961087,0.952481520591341,1.0,1.0,0.998379497493912,0.994864602022705,2021,"Calendar Year (Jan - Dec), 2021"
The Nilgiris,Tamil Nadu,2021,India,33,TAMIL NADU,587,THE NILGIRIS,685859,386120,299739,335762,189853,145909,350097,196267,153830,185552,102531,83021,53458.0,177646.0,231104.171875,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.9326415499718518,0.9463805231828104,0.8862976437777599,0.908562540737307,1.0,1.0,0.9323018911932204,0.9445605664628984,0.8861945349477673,0.905960106890628,1.0,1.0,0.9329675337307562,0.9481325609548028,0.8863974058467805,0.9110941931770178,1.0,1.0,0.938776542728924,0.9445301325025832,0.8944361085909693,0.9039302464999824,1.0,1.0,0.918064881759948,0.946947017873275,1.0,0.95533,0.979773199688315,0.953378132833345,2021,"Calendar Year (Jan - Dec), 2021"
Coimbatore,Tamil Nadu,2021,India,33,TAMIL NADU,587,THE NILGIRIS,38859,38859,0,19707,19707,0,19152,19152,0,10897,10897,0,2995.0,8306.4,11301.400390625,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0112372742402137,0.0536194768171895,0.0148376824211322,0.0914374592626929,0.0,0.0,0.0113959603237616,0.0554394335371016,0.0150404689127771,0.094039893109372,0.0,0.0,0.0110785377625888,0.0518674390451971,0.0146346495501174,0.0889058068229821,0.0,0.0,0.0113743234850501,0.0554698674974166,0.0152218674131625,0.0960697535000176,0.0,0.0,0.0183955064599245,0.0530529821267249,0.0278029758386329,0.0446695,0.0244846466297175,0.0466218671666552,2021,"Calendar Year (Jan - Dec), 2021"
Erode,Tamil Nadu,2021,India,33,TAMIL NADU,588,THENI,9657,9657,0,4810,4810,0,4847,4847,0,2928,2928,0,3000.0,0.0,3000.0,0,0,0,0.670191638125826,0.0,1.379725865082906,0.6672460853834253,0.0,1.3647891989941945,0.6731581743436886,0.0,1.3949665204340798,0.6494739929278147,0.0,1.3211664842875779,2,2,0.0043176120748278,0.0077731592978479,0.0083395510787788,0.0144796936428492,0.0,0.0,0.0042857308329375,0.0077111137830147,0.0083293649075717,0.0144490004355727,0.0,0.0,0.0043497223428733,0.0078357261909188,0.0083496841521375,0.01451028173357,0.0,0.0,0.0044784543214484,0.0086717271486069,0.0087515579745882,0.016183054219864,0.0,0.0,0.0390477554048601,0.093115649636849,0.0,0.0,0.0052444715894409,0.0116545256252972,2021,"Calendar Year (Jan - Dec), 2021"
Theni,Tamil Nadu,2021,India,33,TAMIL NADU,588,THENI,1232695,657277,575418,618965,328085,290880,613730,329192,284538,334721,178002,156719,29218.0,225193.0,254410.734375,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.9894020301806165,0.992226840702152,0.9803066753569452,0.9855203063571508,1.0,1.0,0.989262933466308,0.9922888862169852,0.979934468926503,0.9855509995644272,1.0,1.0,0.9895423529867013,0.9921642738090812,0.9806779115700164,0.98548971826643,1.0,1.0,0.989970778913496,0.991328272851393,0.9813057835748898,0.983816945780136,1.0,1.0,0.982745282701557,0.906884350363151,1.0,1.0,0.997987633433749,0.988345474374703,2021,"Calendar Year (Jan - Dec), 2021"
Tiruvallur,Tamil Nadu,2021,India,33,TAMIL NADU,589,THIRUVALLUR,2353382,1065109,1288273,1182114,537365,644749,1171268,527744,643524,596667,267936,328731,37157.0,287313.0,324469.8125,0,0,0,0.2278638149579518,0.0,0.6536078460640035,0.2279775401879042,0.0,0.6575326460269777,0.2277486147722351,0.0,0.6496757012354312,0.2301074292279732,0.0,0.656924844059488,2,1,0.632696071011765,1.0,0.438606157564976,1.0,0.9977222985500468,1.0,0.6315436869084857,1.0,0.4384505548302872,1.0,0.9977777261929632,1.0,0.6338633982457204,1.0,0.4387647105283942,1.0,0.9976667715715108,1.0,0.6315473607333001,1.0,0.4354898480622574,1.0,0.9976116630957944,1.0,0.691087304244318,1.0,0.998917476293244,1.0,0.950436886152376,1.0,2021,"Calendar Year (Jan - Dec), 2021"
Tiruvarur,Tamil Nadu,2021,India,33,TAMIL NADU,590,THIRUVARUR,1264277,257795,1006482,626693,126739,499954,637584,131056,506528,327219,65220,261999,10260.0,217084.0,227344.484375,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021,"Calendar Year (Jan - Dec), 2021"
Tiruchirappalli,Tamil Nadu,2021,India,33,TAMIL NADU,591,TIRUCHIRAPPALLI,2722290,1338033,1384257,1352284,663732,688552,1370006,674301,695705,698404,341160,357244,46626.5,402252.0,448878.0625,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021,"Calendar Year (Jan - Dec), 2021"
Tirunelveli,Tamil Nadu,2021,India,33,TAMIL NADU,592,TIRUNELVELI,1646483,916516,729967,811604,451490,360114,834879,465026,369853,431180,238702,192478,60658.0,299204.0,359862.1875,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.5350530817783378,1.0,0.6028802239662577,1.0,0.4688279541992184,1.0,0.5336298221067359,1.0,0.6002387713644532,1.0,0.4684543817839339,1.0,0.5364439598257685,1.0,0.6054671275771601,1.0,0.4691922626085279,1.0,0.528712686750179,1.0,0.6020667337585851,1.0,0.4593122176696726,1.0,0.573798870526804,1.0,0.542382807321975,1.0,0.547434960072335,1.0,2021,"Calendar Year (Jan - Dec), 2021"
Tiruvannamalai,Tamil Nadu,2021,India,33,TAMIL NADU,593,TIRUVANNAMALAI,2464875,494945,1969930,1235889,246163,989726,1228986,248782,980204,588836,116147,472689,17432.0,538217.0,555648.8125,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021,"Calendar Year (Jan - Dec), 2021"
Thoothukudi,Tamil Nadu,2021,India,33,TAMIL NADU,594,TUTICORIN,1728330,876802,851528,854282,434660,419622,874048,442142,431906,455509,226561,228948,41480.0,417371.0,458850.84375,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.987517826778564,1.0,1.0,1.0,0.974986660926476,1.0,0.9875852724962746,1.0,1.0,1.0,0.9750465307032932,1.0,0.9874519152012924,1.0,1.0,1.0,0.9749285009694976,1.0,0.985928875998355,1.0,1.0,1.0,0.9723889249901252,1.0,1.0,1.0,0.972800768925234,1.0,0.975198590727654,1.0,2021,"Calendar Year (Jan - Dec), 2021"
Vellore,Tamil Nadu,2021,India,33,TAMIL NADU,595,VELLORE,1569375,783691,785684,778499,389044,389455,790876,394647,396229,370104,181132,188972,26162.2,226673.0,252835.60625,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.3986897951417195,1.0,0.4604565134751323,1.0,0.3516396758959229,1.0,0.3968515890396434,1.0,0.4606322380050841,1.0,0.3486300701548024,1.0,0.4005159413625652,1.0,0.4602834149755073,1.0,0.3546488991204241,1.0,0.3982691995209199,1.0,0.4613946379672674,1.0,0.3520959333415314,1.0,0.48100944655471,1.0,0.385349722499339,1.0,0.393446214974859,1.0,2021,"Calendar Year (Jan - Dec), 2021"
Villupuram,Tamil Nadu,2021,India,33,TAMIL NADU,596,VILLUPURAM,2043355,321703,1721652,1026563,160542,866021,1016792,161161,855631,476898,75160,401738,13173.0,375854.0,389026.90625,0,0,0,0.7232413563608724,0.0,0.850946582828336,0.7143189498735939,0.0,0.8393661722270034,0.7322819888082679,0.0,0.8627109462322825,0.7312886072406692,0.0,0.8621972255898604,2,1,0.5950611804743179,1.0,0.6197465554973337,1.0,0.5906649892324228,1.0,0.5939438226690364,1.0,0.6190310938367573,1.0,0.5895149213091542,1.0,0.5961935486518989,1.0,0.6204609153628187,1.0,0.5918336009030738,1.0,0.6002378809714102,1.0,0.6184939228610692,1.0,0.5969414288983259,1.0,0.65426641501937,1.0,0.535580257496396,1.0,0.538890432598919,1.0,2021,"Calendar Year (Jan - Dec), 2021"
Virudhunagar,Tamil Nadu,2021,India,33,TAMIL NADU,597,VIRUDHUNAGAR,1942288,980226,962062,967709,487349,480360,974579,492877,481702,537748,272746,265002,44670.0,388354.0,433024.46875,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021,"Calendar Year (Jan - Dec), 2021"
Ariyalur,Tamil Nadu,2021,India,33,TAMIL NADU,610,Ariyalur,754894,83794,671100,374703,41450,333253,380191,42344,337847,197090,21187,175903,5331.0,187464.0,192794.78125,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021,"Calendar Year (Jan - Dec), 2021"
Tiruppur,Tamil Nadu,2021,India,33,TAMIL NADU,634,TIRUPPUR,2475979,1521111,954868,1244635,766850,477785,1231344,754261,477083,711252,429023,282229,83253.0,380638.0,463891.5,0,0,0,0.0381597481617973,0.0,0.0987534722910909,0.0388393455409783,0.0,0.100978700587721,0.0374728382755032,0.0,0.0965250965250965,0.0377697589194198,0.0,0.0949902361337208,3,1,0.9991416832048347,1.0,1.0,1.0,0.9977774178548476,1.0,0.9991651112850461,1.0,1.0,1.0,0.9978280164987208,1.0,0.9991180033608372,1.0,1.0,1.0,0.9977267499006628,1.0,0.9990322231757968,1.0,1.0,1.0,0.9975646653800748,1.0,1.0,1.0,0.906209419382672,1.0,0.921724129247544,1.0,2021,"Calendar Year (Jan - Dec), 2021"
Villupuram,Tamil Nadu,2021,India,33,TAMIL NADU,729,KALLAKURICHI,1390502,197385,1193117,701821,98802,603019,688681,98583,590098,317617,46361,271256,6961.0,325916.0,332876.625,0,0,0,0.7232413563608724,0.0,0.850946582828336,0.7143189498735939,0.0,0.8393661722270034,0.7322819888082679,0.0,0.8627109462322825,0.7312886072406692,0.0,0.8621972255898604,2,1,0.404938819525682,1.0,0.3802534445026662,1.0,0.4093350107675771,1.0,0.4060561773309634,1.0,0.3809689061632426,1.0,0.4104850786908457,1.0,0.403806451348101,1.0,0.3795390846371812,1.0,0.4081663990969261,1.0,0.3997621190285897,1.0,0.3815060771389307,1.0,0.403058571101674,1.0,0.34573358498063,1.0,0.464419742503604,1.0,0.461109567401081,1.0,2021,"Calendar Year (Jan - Dec), 2021"
Kanchipuram,Tamil Nadu,2021,India,33,TAMIL NADU,730,CHENGALPATTU,2179455,1320688,858767,1096931,665004,431927,1082524,655684,426840,549150,334925,214225,36533.4,232945.0,269478.571875,0,0,0,0.8700802250583504,0.0,2.382876823050093,0.8823333621466518,0.0,2.416531628794836,0.8576563471203761,0.0,2.348755822919785,0.7409726259509364,0.0,2.0632878114925353,3,1,0.5498864124916991,1.0,0.5202967613428638,1.0,0.6025893814450352,1.0,0.549785810624214,1.0,0.5203559682905587,1.0,0.6022255436980108,1.0,0.5499883908026705,1.0,0.5202367265782631,1.0,0.6029580031359918,1.0,0.5498158269664563,1.0,0.5193601910432948,1.0,0.605310969769065,1.0,0.556137570728544,1.0,0.614637268557503,1.0,0.605995421320863,1.0,2021,"Calendar Year (Jan - Dec), 2021"
Vellore,Tamil Nadu,2021,India,33,TAMIL NADU,731,Ranipet,1199984,483764,716220,598046,240189,357857,601938,243575,358363,289242,114744,174498,17377.0,171963.0,189340.3125,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.3048483473569676,1.0,0.2842348384564629,1.0,0.3205504613434636,1.0,0.3048629547614095,1.0,0.2843863332019081,1.0,0.3203443556133241,1.0,0.3048338357870258,1.0,0.284085607651038,1.0,0.3207565408778573,1.0,0.3112535390264085,1.0,0.2922855505317455,1.0,0.3251277235581491,1.0,0.319487701828638,1.0,0.292341372762788,1.0,0.294638996461686,1.0,2021,"Calendar Year (Jan - Dec), 2021"
Vellore,Tamil Nadu,2021,India,33,TAMIL NADU,732,Tirupathur,1166972,434532,732440,585143,215354,369789,581829,219178,362651,269935,96699,173236,10851.0,189591.0,200442.046875,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.2964618575013127,1.0,0.2553086480684047,1.0,0.3278098627606134,1.0,0.298285456198947,1.0,0.2549814287930077,1.0,0.3310255742318733,1.0,0.2946502228504089,1.0,0.2556309773734546,1.0,0.3245945600017185,1.0,0.2904772614526714,1.0,0.246319811500987,1.0,0.3227763431003193,1.0,0.199502851616652,1.0,0.322308904737873,1.0,0.311914788563456,1.0,2021,"Calendar Year (Jan - Dec), 2021"
Thoothukudi,Tamil Nadu,2021,India,33,TAMIL NADU,733,TENKASI,21846,0,21846,10739,0,10739,11107,0,11107,6501,0,6501,0.0,11669.6,11669.5693359375,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.012482173221436,0.0150392813968921,0.0,0.0,0.025013339073524,0.0257349952820353,0.0124147275037253,0.0149143042051421,0.0,0.0,0.0249534692967067,0.025608496898794,0.0125480847987075,0.0151621256735044,0.0,0.0,0.0250714990305024,0.0258584964961702,0.0140711240016449,0.0166330219598873,0.0,0.0,0.0276110750098747,0.0278917110005148,0.0,0.0,0.0271992310747661,0.044184,0.0248014092723457,0.0377450741277058,2021,"Calendar Year (Jan - Dec), 2021"
Tirunelveli,Tamil Nadu,2021,India,33,TAMIL NADU,733,TENKASI,1430750,603713,827037,709308,300694,408614,721442,303019,418423,384348,157769,226579,45055.0,252443.0,297498.4375,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.4649469182216621,0.9849607186031079,0.3971197760337422,1.0,0.5311720458007815,0.9742650047179646,0.466370177893264,0.9850856957948578,0.3997612286355466,1.0,0.531545618216066,0.974391503101206,0.4635560401742314,0.9848378743264956,0.3945328724228398,1.0,0.530807737391472,0.9741415035038296,0.4712873132498209,0.9833669780401126,0.3979332662414148,1.0,0.5406877823303273,0.9721082889994852,0.426201129473196,1.0,0.457617192678025,0.955816,0.452565039927665,0.962254925872294,2021,"Calendar Year (Jan - Dec), 2021"
Nagapattinam,Tamil Nadu,2021,India,33,TAMIL NADU,735,Mayiladuthurai,918356,176568,741788,452651,86596,366055,465705,89972,375733,230493,44527,185966,6786.0,112040.0,118825.765625,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.5681313990534813,1.0,0.4842467857299574,1.0,0.5925647813673784,1.0,0.5671415702012336,1.0,0.4844314660043186,1.0,0.5910127888221722,1.0,0.5690967991856516,1.0,0.484069168110359,1.0,0.5940846571387461,1.0,0.5569656652256806,1.0,0.4920817354979168,1.0,0.5751229318076387,1.0,0.361418832552194,1.0,0.502616737883985,1.0,0.49164754719894,1.0,2021,"Calendar Year (Jan - Dec), 2021"
